id,year,month,day,dep_time,sched_dep_time,arr_time,sched_arr_time,flight,origin,dest,air_time,distance,hour,minute,name,flight_cost
7866,2013,1,9,2100,2100,2206,2209,1020,JFK,BOS,40,187,21,0,JetBlue Airways,8976
7867,2013,1,9,2116,2035,2211,2142,4695,EWR,MHT,37,209,20,35,ExpressJet Airlines Inc.,4237
7868,2013,1,9,2117,2125,2228,2250,4660,LGA,BNA,118,764,21,25,Envoy Air,9890
7869,2013,1,9,2118,2129,2225,2231,4088,EWR,DCA,40,199,21,29,ExpressJet Airlines Inc.,7143
7870,2013,1,9,2118,2125,2231,2240,4449,JFK,DCA,54,213,21,25,Envoy Air,9401
7871,2013,1,9,2122,2035,150,126,1071,EWR,BQN,190,1585,20,35,United Air Lines Inc.,4915
7872,2013,1,9,2123,2125,2212,2224,4404,EWR,PVD,29,160,21,25,ExpressJet Airlines Inc.,7298
7873,2013,1,9,2126,2129,2217,2224,4619,EWR,PHL,27,80,21,29,ExpressJet Airlines Inc.,9985
7874,2013,1,9,2127,2046,2358,2318,4645,EWR,JAX,124,820,20,46,ExpressJet Airlines Inc.,7330
7875,2013,1,9,2128,2135,15,36,11,JFK,FLL,146,1069,21,35,JetBlue Airways,8541
7876,2013,1,9,2128,2135,30,22,199,JFK,LAS,325,2248,21,35,JetBlue Airways,5447
7877,2013,1,9,2129,2130,207,218,701,JFK,SJU,190,1598,21,30,JetBlue Airways,7348
7878,2013,1,9,2133,2135,100,50,185,JFK,LAX,360,2475,21,35,American Airlines Inc.,8869
7879,2013,1,9,2146,2159,2244,2316,2155,LGA,PWM,41,269,21,59,Delta Air Lines Inc.,7716
7880,2013,1,9,2150,2125,2251,2233,910,EWR,BOS,42,200,21,25,United Air Lines Inc.,8330
7881,2013,1,9,2152,2159,2305,2306,4322,EWR,PWM,55,284,21,59,ExpressJet Airlines Inc.,3305
7882,2013,1,9,2155,2159,2301,2315,4162,EWR,BTV,48,266,21,59,ExpressJet Airlines Inc.,1722
7883,2013,1,9,2158,1930,18,2213,1715,LGA,MSY,179,1183,19,30,Delta Air Lines Inc.,4674
7884,2013,1,9,2201,2100,2322,2220,3744,EWR,ORD,119,719,21,0,Envoy Air,3820
7885,2013,1,9,2209,2159,2259,2300,4519,EWR,BWI,33,169,21,59,ExpressJet Airlines Inc.,5775
7886,2013,1,9,2212,2130,43,25,383,LGA,FLL,141,1076,21,30,JetBlue Airways,4364
7887,2013,1,9,2223,1810,111,2104,477,EWR,LAS,329,2227,18,10,United Air Lines Inc.,3523
7888,2013,1,9,2227,2135,101,24,43,JFK,MCO,137,944,21,35,JetBlue Airways,4510
7889,2013,1,9,2229,2230,258,313,713,JFK,SJU,190,1598,22,30,JetBlue Airways,6981
7890,2013,1,9,2237,2250,2340,2359,608,JFK,PWM,44,273,22,50,JetBlue Airways,9772
7891,2013,1,9,2242,2245,2357,2357,128,JFK,BTV,52,266,22,45,JetBlue Airways,9550
7892,2013,1,9,2250,2250,21,7,30,JFK,ROC,65,264,22,50,JetBlue Airways,2436
7893,2013,1,9,2251,2253,28,15,112,JFK,BUF,72,301,22,53,JetBlue Airways,1571
7894,2013,1,9,2252,2249,12,2357,22,JFK,SYR,54,209,22,49,JetBlue Airways,6327
7895,2013,1,9,1340,755,1518,1012,4023,EWR,CVG,151,569,7,55,Endeavor Air Inc.,7023
7896,2013,1,9,1340,1055,1518,1405,739,LGA,DFW,151,1389,10,55,American Airlines Inc.,9987
7897,2013,1,9,1340,1505,1518,1820,759,LGA,DFW,151,1389,15,5,American Airlines Inc.,5856
7898,2013,1,9,1340,830,1518,1025,1855,LGA,STL,151,888,8,30,American Airlines Inc.,1114
7899,2013,1,9,1340,1251,1518,1602,421,LGA,IAH,151,1416,12,51,United Air Lines Inc.,1580
7900,2013,1,10,3,2359,426,437,727,JFK,BQN,183,1576,23,59,JetBlue Airways,1244
7901,2013,1,10,16,2359,447,444,739,JFK,PSE,191,1617,23,59,JetBlue Airways,6033
7902,2013,1,10,450,500,634,648,1117,EWR,CLT,78,529,5,0,US Airways Inc.,9752
7903,2013,1,10,520,525,813,820,1018,EWR,IAH,215,1400,5,25,United Air Lines Inc.,2658
7904,2013,1,10,530,530,824,829,404,LGA,IAH,210,1416,5,30,United Air Lines Inc.,8289
7905,2013,1,10,531,540,832,850,1141,JFK,MIA,149,1089,5,40,American Airlines Inc.,5101
7906,2013,1,10,535,540,1015,1017,725,JFK,BQN,191,1576,5,40,JetBlue Airways,9935
7907,2013,1,10,546,600,645,709,380,EWR,BOS,39,200,6,0,JetBlue Airways,7463
7908,2013,1,10,549,600,652,724,6055,LGA,IAD,48,229,6,0,ExpressJet Airlines Inc.,1174
7909,2013,1,10,550,600,649,703,2114,LGA,BOS,36,184,6,0,US Airways Inc.,5192
7910,2013,1,10,553,600,711,715,5716,JFK,IAD,51,228,6,0,ExpressJet Airlines Inc.,3559
7911,2013,1,10,553,600,837,910,707,LGA,DFW,201,1389,6,0,American Airlines Inc.,6695
7912,2013,1,10,553,600,834,859,507,EWR,FLL,144,1065,6,0,JetBlue Airways,6336
7913,2013,1,10,553,600,733,759,731,LGA,DTW,85,502,6,0,Delta Air Lines Inc.,6695
7914,2013,1,10,555,600,733,745,301,LGA,ORD,126,733,6,0,American Airlines Inc.,8521
7915,2013,1,10,555,605,746,805,4401,LGA,DTW,94,502,6,5,Envoy Air,7854
7916,2013,1,10,555,600,701,659,2161,LGA,DCA,42,214,6,0,US Airways Inc.,7625
7917,2013,1,10,556,600,903,904,371,LGA,FLL,147,1076,6,0,JetBlue Airways,2397
7918,2013,1,10,556,600,716,730,3223,LGA,MDW,120,725,6,0,Southwest Airlines Co.,5887
7919,2013,1,10,556,600,823,815,345,LGA,ATL,121,762,6,0,AirTran Airways Corporation,2596
7920,2013,1,10,556,600,818,825,4650,LGA,ATL,120,762,6,0,Envoy Air,4756
7921,2013,1,10,557,600,855,912,135,JFK,RSW,160,1074,6,0,JetBlue Airways,7333
7922,2013,1,10,557,600,933,925,303,JFK,SFO,371,2586,6,0,United Air Lines Inc.,6482
7923,2013,1,10,558,601,741,725,4708,EWR,MKE,134,725,6,1,ExpressJet Airlines Inc.,1691
7924,2013,1,10,558,600,759,801,4911,EWR,DTW,99,488,6,0,ExpressJet Airlines Inc.,2811
7925,2013,1,10,558,600,844,906,125,JFK,FLL,144,1069,6,0,JetBlue Airways,8341
7926,2013,1,10,559,600,721,716,4201,EWR,IAD,49,212,6,0,ExpressJet Airlines Inc.,9689
7927,2013,1,10,559,600,821,837,461,LGA,ATL,116,762,6,0,Delta Air Lines Inc.,4357
7928,2013,1,10,559,600,653,658,1833,JFK,PHL,27,94,6,0,US Airways Inc.,1514
7929,2013,1,10,600,608,734,755,963,EWR,CLE,71,404,6,8,United Air Lines Inc.,6682
7930,2013,1,10,601,610,808,818,4941,EWR,MSP,169,1008,6,10,ExpressJet Airlines Inc.,8485
7931,2013,1,10,603,610,808,817,1919,LGA,MSP,155,1020,6,10,Delta Air Lines Inc.,3006
7932,2013,1,10,603,610,726,735,3839,EWR,MDW,121,711,6,10,Southwest Airlines Co.,3956
7933,2013,1,10,603,608,711,725,370,EWR,BOS,39,200,6,8,United Air Lines Inc.,7466
7934,2013,1,10,604,610,851,910,1895,EWR,MIA,145,1085,6,10,American Airlines Inc.,9263
7935,2013,1,10,604,610,858,915,1837,LGA,MIA,147,1096,6,10,American Airlines Inc.,4188
7936,2013,1,10,606,615,740,750,4518,LGA,RDU,65,431,6,15,Envoy Air,4124
7937,2013,1,10,607,601,932,918,1030,JFK,LAX,357,2475,6,1,United Air Lines Inc.,7668
7938,2013,1,10,608,607,811,819,4559,EWR,CVG,99,569,6,7,ExpressJet Airlines Inc.,4383
7939,2013,1,10,610,610,844,902,145,JFK,PBI,138,1028,6,10,JetBlue Airways,8834
7940,2013,1,10,610,610,1028,1051,709,JFK,SJU,182,1598,6,10,JetBlue Airways,9723
7941,2013,1,10,610,615,800,820,1791,JFK,CLT,89,541,6,15,US Airways Inc.,8662
7942,2013,1,10,613,615,840,855,3856,JFK,ATL,122,760,6,15,Endeavor Air Inc.,4639
7943,2013,1,10,615,615,846,842,575,EWR,ATL,119,746,6,15,Delta Air Lines Inc.,3417
7944,2013,1,10,618,625,726,744,4533,EWR,BUF,53,282,6,25,ExpressJet Airlines Inc.,7832
7945,2013,1,10,619,630,814,830,4576,LGA,CLT,92,544,6,30,Envoy Air,6001
7946,2013,1,10,620,630,837,859,2006,LGA,MSY,175,1183,6,30,Delta Air Lines Inc.,9604
7947,2013,1,10,620,625,708,730,3127,EWR,BWI,35,169,6,25,Southwest Airlines Co.,8573
7948,2013,1,10,620,630,855,831,1125,EWR,CLT,84,529,6,30,US Airways Inc.,1851
7949,2013,1,10,621,630,902,927,71,JFK,TPA,142,1005,6,30,JetBlue Airways,3772
7950,2013,1,10,621,630,823,830,4599,LGA,MSP,165,1020,6,30,Envoy Air,7237
7951,2013,1,10,621,625,950,934,1663,LGA,IAH,242,1416,6,25,United Air Lines Inc.,1139
7952,2013,1,10,624,630,840,847,4419,EWR,IND,112,645,6,30,ExpressJet Airlines Inc.,3429
7953,2013,1,10,624,635,920,934,983,LGA,TPA,147,1010,6,35,JetBlue Airways,9898
7954,2013,1,10,625,630,753,810,303,LGA,ORD,121,733,6,30,American Airlines Inc.,7514
7955,2013,1,10,625,630,818,843,1433,LGA,CLT,89,544,6,30,US Airways Inc.,5243
7956,2013,1,10,626,630,802,800,4560,EWR,PIT,60,319,6,30,ExpressJet Airlines Inc.,9017
7957,2013,1,10,626,630,900,905,135,LGA,DEN,249,1620,6,30,Southwest Airlines Co.,5556
7958,2013,1,10,627,630,836,845,4471,EWR,CLT,96,529,6,30,ExpressJet Airlines Inc.,7500
7959,2013,1,10,627,635,951,1019,849,EWR,PHX,307,2133,6,35,United Air Lines Inc.,8843
7960,2013,1,10,628,631,727,741,1002,JFK,BOS,38,187,6,31,JetBlue Airways,9227
7961,2013,1,10,628,635,920,939,1627,EWR,PBI,148,1023,6,35,United Air Lines Inc.,7589
7962,2013,1,10,629,636,748,808,3839,EWR,BNA,114,748,6,36,ExpressJet Airlines Inc.,7291
7963,2013,1,10,629,634,810,822,4334,EWR,CMH,80,463,6,34,ExpressJet Airlines Inc.,8376
7964,2013,1,10,632,633,800,813,4424,EWR,RDU,63,416,6,33,ExpressJet Airlines Inc.,6580
7965,2013,1,10,632,639,943,957,910,EWR,AUS,233,1504,6,39,United Air Lines Inc.,6635
7966,2013,1,10,632,635,1008,1002,421,EWR,SFO,374,2565,6,35,United Air Lines Inc.,4275
7967,2013,1,10,633,630,1142,1140,413,JFK,SJU,193,1598,6,30,American Airlines Inc.,1332
7968,2013,1,10,633,625,907,916,79,JFK,MCO,132,944,6,25,JetBlue Airways,2328
7969,2013,1,10,636,636,927,945,1701,EWR,FLL,148,1065,6,36,United Air Lines Inc.,8745
7970,2013,1,10,640,640,856,900,4122,EWR,SDF,111,642,6,40,ExpressJet Airlines Inc.,2887
7971,2013,1,10,641,645,859,920,338,LGA,DEN,230,1620,6,45,United Air Lines Inc.,5440
7972,2013,1,10,642,645,759,757,4241,EWR,DCA,49,199,6,45,ExpressJet Airlines Inc.,9343
7973,2013,1,10,642,645,754,808,102,JFK,BUF,59,301,6,45,JetBlue Airways,5725
7974,2013,1,10,642,645,841,846,926,EWR,CLT,90,529,6,45,US Airways Inc.,6280
7975,2013,1,10,651,655,1009,1030,1415,JFK,SLC,283,1990,6,55,Delta Air Lines Inc.,9388
7976,2013,1,10,651,659,946,938,1547,LGA,ATL,122,762,6,59,Delta Air Lines Inc.,4802
7977,2013,1,10,651,700,756,807,2116,LGA,BOS,37,184,7,0,US Airways Inc.,9636
7978,2013,1,10,652,659,942,959,1815,JFK,MCO,140,944,6,59,American Airlines Inc.,6572
7979,2013,1,10,653,700,949,1019,2003,LGA,MIA,149,1096,7,0,Delta Air Lines Inc.,5607
7980,2013,1,10,653,700,834,836,1162,EWR,ORD,122,719,7,0,United Air Lines Inc.,7046
7981,2013,1,10,654,705,940,940,4534,LGA,XNA,178,1147,7,5,Envoy Air,8354
7982,2013,1,10,654,700,802,807,2163,LGA,DCA,55,214,7,0,US Airways Inc.,1799
7983,2013,1,10,655,700,938,952,2285,LGA,MCO,129,950,7,0,Delta Air Lines Inc.,7970
7984,2013,1,10,655,700,1025,1045,1865,JFK,SFO,355,2586,7,0,Delta Air Lines Inc.,2545
7985,2013,1,10,655,700,1003,1014,1879,LGA,FLL,160,1076,7,0,Delta Air Lines Inc.,1670
7986,2013,1,10,655,654,911,913,1122,EWR,DEN,235,1605,6,54,United Air Lines Inc.,5519
7987,2013,1,10,658,700,758,815,1142,EWR,BOS,35,200,7,0,United Air Lines Inc.,7494
7988,2013,1,10,659,700,1013,1015,2279,LGA,MIA,145,1096,7,0,American Airlines Inc.,4027
7989,2013,1,10,659,700,1006,1034,763,JFK,LAX,335,2475,7,0,Delta Air Lines Inc.,4395
7990,2013,1,10,700,700,837,850,305,LGA,ORD,128,733,7,0,American Airlines Inc.,5176
7991,2013,1,10,700,705,1007,1015,3483,EWR,HOU,229,1411,7,5,Southwest Airlines Co.,7451
7992,2013,1,10,700,700,831,839,550,LGA,ORD,123,733,7,0,United Air Lines Inc.,5359
7993,2013,1,10,702,705,1020,1035,399,JFK,LAX,346,2475,7,5,Virgin America,9109
7994,2013,1,10,702,705,1035,1034,1655,EWR,SNA,369,2434,7,5,United Air Lines Inc.,7397
7995,2013,1,10,703,700,1006,1027,671,JFK,LAX,342,2475,7,0,JetBlue Airways,2160
7996,2013,1,10,703,710,842,850,3737,EWR,ORD,121,719,7,10,Envoy Air,7955
7997,2013,1,10,703,705,943,948,1506,EWR,LAS,313,2227,7,5,United Air Lines Inc.,8470
7998,2013,1,10,704,705,912,933,4583,EWR,MSY,168,1167,7,5,ExpressJet Airlines Inc.,2308
7999,2013,1,10,704,634,1005,935,772,EWR,MIA,153,1085,6,34,United Air Lines Inc.,4447
8000,2013,1,10,705,710,1158,1203,715,JFK,SJU,187,1598,7,10,JetBlue Airways,8939
8001,2013,1,10,705,705,1037,1018,604,EWR,LAX,350,2454,7,5,United Air Lines Inc.,3064
8002,2013,1,10,706,720,842,845,850,LGA,MKE,118,738,7,20,AirTran Airways Corporation,6325
8003,2013,1,10,707,715,1014,1045,443,JFK,MIA,152,1089,7,15,American Airlines Inc.,1865
8004,2013,1,10,709,705,940,1000,235,EWR,MCO,132,937,7,5,United Air Lines Inc.,8746
8005,2013,1,10,710,715,1051,1040,799,JFK,SFO,360,2586,7,15,United Air Lines Inc.,8747
8006,2013,1,10,713,715,1022,1035,825,JFK,FLL,156,1069,7,15,American Airlines Inc.,2500
8007,2013,1,10,714,720,914,928,831,LGA,DTW,85,502,7,20,Delta Air Lines Inc.,7868
8008,2013,1,10,718,720,911,920,4246,EWR,DTW,92,488,7,20,ExpressJet Airlines Inc.,5682
8009,2013,1,10,718,720,1003,1023,1724,EWR,PBI,142,1023,7,20,United Air Lines Inc.,7961
8010,2013,1,10,719,725,1011,1030,11,EWR,SEA,334,2402,7,25,Alaska Airlines Inc.,4513
8011,2013,1,10,719,729,833,850,1305,JFK,IAD,48,228,7,29,JetBlue Airways,9181
8012,2013,1,10,721,730,1006,1100,33,JFK,LAX,318,2475,7,30,American Airlines Inc.,4086
8013,2013,1,10,721,705,1024,1021,981,JFK,FLL,153,1069,7,5,JetBlue Airways,3877
8014,2013,1,10,721,730,1020,1045,10,LGA,IAH,210,1416,7,30,United Air Lines Inc.,4148
8015,2013,1,10,722,730,1020,1040,715,LGA,DFW,200,1389,7,30,American Airlines Inc.,5859
8016,2013,1,10,723,730,1003,1040,2083,EWR,DFW,201,1372,7,30,American Airlines Inc.,3463
8017,2013,1,10,724,715,1023,1027,1299,EWR,RSW,155,1068,7,15,United Air Lines Inc.,9857
8018,2013,1,10,727,735,1026,1047,341,JFK,SRQ,150,1041,7,35,JetBlue Airways,3303
8019,2013,1,10,727,730,954,1004,807,EWR,ATL,114,746,7,30,Delta Air Lines Inc.,2133
8020,2013,1,10,727,730,1101,1115,11,JFK,SFO,365,2586,7,30,Virgin America,9523
8021,2013,1,10,728,705,1003,1002,389,LGA,MCO,129,950,7,5,JetBlue Airways,3775
8022,2013,1,10,732,740,1031,1105,1889,JFK,SEA,329,2422,7,40,Delta Air Lines Inc.,8355
8023,2013,1,10,737,740,1033,1045,1179,EWR,TPA,152,997,7,40,United Air Lines Inc.,7993
8024,2013,1,10,737,740,1011,1050,1410,EWR,IAH,197,1400,7,40,United Air Lines Inc.,2276
8025,2013,1,10,738,745,902,930,309,LGA,ORD,118,733,7,45,American Airlines Inc.,4695
8026,2013,1,10,739,740,925,927,4099,EWR,STL,145,872,7,40,ExpressJet Airlines Inc.,2099
8027,2013,1,10,742,747,1113,1126,643,JFK,SFO,367,2586,7,47,JetBlue Airways,6541
8028,2013,1,10,742,745,1214,1234,1481,EWR,SJU,189,1608,7,45,United Air Lines Inc.,7602
8029,2013,1,10,742,745,901,922,560,EWR,ORD,119,719,7,45,United Air Lines Inc.,4121
8030,2013,1,10,743,630,915,810,905,JFK,ORD,128,740,6,30,JetBlue Airways,2328
8031,2013,1,10,746,750,925,940,3611,JFK,PIT,69,340,7,50,Endeavor Air Inc.,2051
8032,2013,1,10,746,753,936,1006,2119,LGA,MSP,153,1020,7,53,Delta Air Lines Inc.,4603
8033,2013,1,10,747,757,907,910,44,JFK,SYR,49,209,7,57,JetBlue Airways,2015
8034,2013,1,10,748,755,945,1012,4023,EWR,CVG,96,569,7,55,Endeavor Air Inc.,3835
8035,2013,1,10,749,759,1015,1010,4214,EWR,MSP,182,1008,7,59,ExpressJet Airlines Inc.,8832
8036,2013,1,10,749,759,855,916,4392,EWR,SYR,38,195,7,59,ExpressJet Airlines Inc.,6430
8037,2013,1,10,751,755,1055,1110,2267,LGA,MIA,156,1096,7,55,American Airlines Inc.,6694
8038,2013,1,10,754,759,1024,1039,2047,LGA,ATL,116,762,7,59,Delta Air Lines Inc.,1766
8039,2013,1,10,755,800,1121,1125,397,JFK,SFO,358,2586,8,0,United Air Lines Inc.,6534
8040,2013,1,10,755,759,1002,1011,1733,LGA,CLT,87,544,7,59,US Airways Inc.,2088
8041,2013,1,10,755,800,851,908,2118,LGA,BOS,35,184,8,0,US Airways Inc.,5999
8042,2013,1,10,755,800,858,917,2165,LGA,DCA,44,214,8,0,US Airways Inc.,3088
8043,2013,1,10,756,755,917,930,3935,LGA,MDW,122,725,7,55,Southwest Airlines Co.,8359
8044,2013,1,10,756,759,1022,1025,429,LGA,DEN,238,1620,7,59,United Air Lines Inc.,5347
8045,2013,1,10,757,803,1007,1025,4393,EWR,OMA,172,1134,8,3,ExpressJet Airlines Inc.,4075
8046,2013,1,10,757,759,1101,1115,1539,EWR,DFW,209,1372,7,59,United Air Lines Inc.,2550
8047,2013,1,10,758,803,908,918,4233,EWR,BTV,47,266,8,3,ExpressJet Airlines Inc.,5573
8048,2013,1,10,758,759,916,909,4457,EWR,MHT,49,209,7,59,ExpressJet Airlines Inc.,6258
8049,2013,1,10,758,800,1018,1054,517,EWR,MCO,128,937,8,0,JetBlue Airways,5504
8050,2013,1,10,758,800,1051,1122,1271,JFK,FLL,147,1069,8,0,Delta Air Lines Inc.,9128
8051,2013,1,10,759,807,947,1010,219,JFK,CLT,85,541,8,7,JetBlue Airways,6810
8052,2013,1,10,759,810,1036,1044,346,LGA,ATL,117,762,8,10,AirTran Airways Corporation,5392
8053,2013,1,10,800,810,900,924,1172,EWR,BOS,40,200,8,10,JetBlue Airways,3218
8054,2013,1,10,800,805,1101,1113,17,JFK,FLL,149,1069,8,5,JetBlue Airways,9303
8055,2013,1,10,800,800,1056,1124,2143,JFK,MIA,154,1089,8,0,Delta Air Lines Inc.,1947
8056,2013,1,10,800,800,1131,1140,1558,EWR,PHX,312,2133,8,0,Southwest Airlines Co.,6440
8057,2013,1,10,802,745,1144,1125,59,JFK,SFO,379,2586,7,45,American Airlines Inc.,4533
8058,2013,1,10,803,810,937,955,4406,JFK,RDU,69,427,8,10,Envoy Air,7170
8059,2013,1,10,804,810,958,1007,4537,EWR,MEM,153,946,8,10,ExpressJet Airlines Inc.,4604
8060,2013,1,10,805,805,1016,1029,3538,JFK,MSP,170,1029,8,5,Endeavor Air Inc.,9606
8061,2013,1,10,805,700,1044,957,203,JFK,LAS,309,2248,7,0,JetBlue Airways,2331
8062,2013,1,10,805,810,1044,1116,1959,JFK,MCO,129,944,8,10,Delta Air Lines Inc.,6144
8063,2013,1,10,806,822,1004,1019,4691,EWR,DAY,92,533,8,22,ExpressJet Airlines Inc.,5799
8064,2013,1,10,806,815,955,1010,4490,LGA,CMH,84,479,8,15,Envoy Air,9130
8065,2013,1,10,806,809,1116,1112,1626,EWR,SAN,344,2425,8,9,United Air Lines Inc.,8302
8066,2013,1,10,807,810,1247,1315,655,JFK,STT,194,1623,8,10,American Airlines Inc.,6336
8067,2013,1,10,807,812,948,950,1051,JFK,PIT,71,340,8,12,JetBlue Airways,8901
8068,2013,1,10,808,810,913,925,1838,JFK,BOS,38,187,8,10,American Airlines Inc.,7237
8069,2013,1,10,808,815,1006,1015,675,EWR,CLT,86,529,8,15,US Airways Inc.,9046
8070,2013,1,10,809,815,947,958,3521,JFK,ORD,127,740,8,15,Endeavor Air Inc.,6560
8071,2013,1,10,809,810,1041,1042,269,JFK,ATL,111,760,8,10,Delta Air Lines Inc.,7983
8072,2013,1,10,809,817,1101,1127,1109,LGA,TPA,145,1010,8,17,Delta Air Lines Inc.,4455
8073,2013,1,10,809,815,1043,1118,1429,JFK,LAS,315,2248,8,15,Delta Air Lines Inc.,4980
8074,2013,1,10,809,815,1046,1131,1167,JFK,TPA,143,1005,8,15,Delta Air Lines Inc.,2076
8075,2013,1,10,810,827,955,1031,4652,EWR,MYR,81,550,8,27,ExpressJet Airlines Inc.,6342
8076,2013,1,10,814,820,924,939,4051,JFK,BWI,39,184,8,20,Endeavor Air Inc.,6190
8077,2013,1,10,814,817,1037,1058,914,LGA,DEN,229,1620,8,17,Delta Air Lines Inc.,5399
8078,2013,1,10,815,820,943,958,3317,JFK,BUF,61,301,8,20,Endeavor Air Inc.,7610
8079,2013,1,10,818,819,1251,1307,717,JFK,SJU,189,1598,8,19,JetBlue Airways,7175
8080,2013,1,10,818,820,943,955,4655,LGA,BNA,121,764,8,20,Envoy Air,4442
8081,2013,1,10,820,825,929,945,4418,JFK,DCA,51,213,8,25,Envoy Air,3439
8082,2013,1,10,822,830,951,1015,313,LGA,ORD,121,733,8,30,American Airlines Inc.,6443
8083,2013,1,10,822,828,1056,1105,611,JFK,JAX,122,828,8,28,JetBlue Airways,7256
8084,2013,1,10,823,834,1041,1039,4230,EWR,GRR,106,605,8,34,ExpressJet Airlines Inc.,3254
8085,2013,1,10,823,830,1010,1025,1855,LGA,STL,143,888,8,30,American Airlines Inc.,7793
8086,2013,1,10,823,825,1027,1026,487,JFK,CLT,93,541,8,25,US Airways Inc.,6464
8087,2013,1,10,824,829,1001,1012,3815,EWR,GSO,72,445,8,29,ExpressJet Airlines Inc.,6650
8088,2013,1,10,824,830,953,1023,4220,JFK,RDU,68,427,8,30,Endeavor Air Inc.,7794
8089,2013,1,10,825,825,1128,1137,181,JFK,SAN,341,2446,8,25,JetBlue Airways,3266
8090,2013,1,10,825,827,1122,1140,2395,LGA,PBI,141,1035,8,27,Delta Air Lines Inc.,3276
8091,2013,1,10,825,830,1113,1154,112,JFK,LAX,325,2475,8,30,United Air Lines Inc.,9720
8092,2013,1,10,826,830,950,950,369,EWR,MDW,123,711,8,30,Southwest Airlines Co.,5976
8093,2013,1,10,827,830,1103,1106,835,LGA,DEN,236,1620,8,30,Frontier Airlines Inc.,2469
8094,2013,1,10,827,835,1058,1105,4610,LGA,ATL,115,762,8,35,Envoy Air,9594
8095,2013,1,10,827,835,1200,1215,1480,EWR,SFO,373,2565,8,35,United Air Lines Inc.,2810
8096,2013,1,10,828,830,1258,1335,301,JFK,SJU,184,1598,8,30,Delta Air Lines Inc.,3132
8097,2013,1,10,828,830,1130,1146,1601,EWR,FLL,148,1065,8,30,United Air Lines Inc.,6551
8098,2013,1,10,829,835,1122,1150,717,LGA,DFW,187,1389,8,35,American Airlines Inc.,4054
8099,2013,1,10,830,829,947,955,3259,EWR,PWM,52,284,8,29,ExpressJet Airlines Inc.,6760
8100,2013,1,10,833,840,936,1003,3422,JFK,BOS,36,187,8,40,Endeavor Air Inc.,8055
8101,2013,1,10,835,834,1124,1137,1117,EWR,MCO,134,937,8,34,United Air Lines Inc.,5323
8102,2013,1,10,836,840,944,959,1268,EWR,BOS,38,200,8,40,United Air Lines Inc.,8988
8103,2013,1,10,838,843,1118,1115,4388,EWR,JAX,124,820,8,43,ExpressJet Airlines Inc.,5380
8104,2013,1,10,838,840,1023,1030,4548,EWR,RDU,71,416,8,40,ExpressJet Airlines Inc.,7166
8105,2013,1,10,839,845,1013,1006,4409,EWR,RIC,52,277,8,45,ExpressJet Airlines Inc.,3687
8106,2013,1,10,839,845,940,1015,3405,JFK,DCA,44,213,8,45,Endeavor Air Inc.,4209
8107,2013,1,10,839,840,1135,1204,553,EWR,RSW,145,1068,8,40,JetBlue Airways,6680
8108,2013,1,10,839,845,1036,1057,1429,LGA,CLT,87,544,8,45,US Airways Inc.,9267
8109,2013,1,10,843,845,1316,1350,1357,JFK,SJU,191,1598,8,45,American Airlines Inc.,8941
8110,2013,1,10,847,855,1111,1101,4383,EWR,DTW,102,488,8,55,ExpressJet Airlines Inc.,9561
8111,2013,1,10,847,850,1120,1113,4376,EWR,XNA,173,1131,8,50,ExpressJet Airlines Inc.,6972
8112,2013,1,10,850,855,1051,1102,4913,EWR,DTW,84,488,8,55,ExpressJet Airlines Inc.,6100
8113,2013,1,10,851,858,1134,1118,4364,EWR,MCI,173,1092,8,58,ExpressJet Airlines Inc.,5915
8114,2013,1,10,851,855,1200,1217,1061,JFK,AUS,234,1521,8,55,JetBlue Airways,3960
8115,2013,1,10,852,900,1004,1020,2120,LGA,BOS,37,184,9,0,US Airways Inc.,6104
8116,2013,1,10,852,900,1004,1022,2167,LGA,DCA,44,214,9,0,US Airways Inc.,2513
8117,2013,1,10,854,903,1127,1146,565,EWR,LAS,296,2227,9,3,United Air Lines Inc.,7735
8118,2013,1,10,855,900,1234,1227,120,JFK,LAX,354,2475,9,0,Delta Air Lines Inc.,2863
8119,2013,1,10,855,900,1056,1116,181,LGA,DTW,89,502,9,0,Delta Air Lines Inc.,9559
8120,2013,1,10,855,857,1206,1209,714,EWR,MIA,146,1085,8,57,United Air Lines Inc.,7430
8121,2013,1,10,855,900,1213,1216,1405,LGA,IAH,212,1416,9,0,United Air Lines Inc.,4079
8122,2013,1,10,855,900,1034,1048,225,EWR,ORD,123,719,9,0,United Air Lines Inc.,3890
8123,2013,1,10,856,900,1159,1220,1,JFK,LAX,328,2475,9,0,American Airlines Inc.,2161
8124,2013,1,10,857,900,1130,1135,485,EWR,ATL,119,746,9,0,Delta Air Lines Inc.,1242
8125,2013,1,10,857,840,1040,1030,4521,LGA,RDU,73,431,8,40,Envoy Air,4259
8126,2013,1,10,857,900,1137,1133,1643,EWR,DEN,236,1605,9,0,United Air Lines Inc.,2683
8127,2013,1,10,858,900,1142,1159,59,JFK,TPA,144,1005,9,0,JetBlue Airways,1736
8128,2013,1,10,858,859,1133,1145,1747,LGA,ATL,115,762,8,59,Delta Air Lines Inc.,2543
8129,2013,1,10,858,859,1153,1159,430,EWR,TPA,142,997,8,59,United Air Lines Inc.,7353
8130,2013,1,10,859,900,1449,1530,51,JFK,HNL,633,4983,9,0,Hawaiian Airlines Inc.,1119
